name,sap_id,identifier,state,city,postal_code,address_1,address_2,address_3,full_address,phone,fax,latitude,longitude,services,hours
OPSM Cleveland,1337,OPSM Cleveland_1337,QLD,Cleveland,4163,91 Middle St,,,"91 Middle St, Cleveland, QLD, 4163",(07) 3286 4399,(07) 3286 9513,-27.52634,153.26853,Collect & Return,Mon: 09:00-17:30; Tue: 09:00-17:30; Wed: 09:00-17:30; Thu: 09:00-19:30; Fri: 09:00-17:30; Sat: 09:00-16:00; Sun: closed
OPSM Coomera,2974,OPSM Coomera_2974,QLD,Coomera,4209,Foxwell Rd,,,"Foxwell Rd, Coomera, QLD, 4209",(07) 5613 0298,(07) 5613 0299,-27.85372,153.31484,"Kids Vision Centre, Collect & Return",Mon: 09:00-17:30; Tue: 09:00-17:30; Wed: 09:00-17:30; Thu: 09:00-21:00; Fri: 09:00-17:30; Sat: 09:00-17:00; Sun: 10:00-16:00
OPSM Earlville,1162,OPSM Earlville_1162,QLD,Earlville,4870,537 Mulgrave Rd,,,"537 Mulgrave Rd, Earlville, QLD, 4870",(07) 4033 0407,(07) 4033 0409,-16.94349,145.74073,Collect & Return,Mon: 09:00-17:30; Tue: 09:00-17:30; Wed: 09:00-17:30; Thu: 09:00-20:00; Fri: 09:00-17:30; Sat: 09:00-16:00; Sun: 10:00-16:00
OPSM Elanora,1569,OPSM Elanora_1569,QLD,Elanora,4221,Guineas Creek Rd &amp; Kp Mcgrath Dr,,,"Guineas Creek Rd &amp; Kp Mcgrath Dr, Elanora, QLD, 4221",(07) 5598 1255,(07) 5598 1252,-28.13485,153.46946,Collect & Return,Mon: 09:00-17:30; Tue: 09:00-17:30; Wed: 09:00-17:30; Thu: 09:00-20:00; Fri: 09:00-17:30; Sat: 09:00-17:00; Sun: 10:00-15:00
OPSM FAIRFIELD,7009,OPSM FAIRFIELD_7009,QLD,Fairfield,4103,Cnr Fairfield Rd &amp; Brougham St,,,"Cnr Fairfield Rd &amp; Brougham St, Fairfield, QLD, 4103",(07) 3846 2433,(07) 3846 0527,-27.50919,153.02425,Dry Eye,Mon: 08:40-17:30; Tue: 08:40-17:30; Wed: 08:40-17:30; Thu: 09:00-20:00; Fri: 09:00-17:30; Sat: 09:00-16:00; Sun: closed
OPSM Gladstone,1588,OPSM Gladstone_1588,QLD,Gladstone,4680,Cnr Dawson Hwy &amp; Philip St,,,"Cnr Dawson Hwy &amp; Philip St, Gladstone, QLD, 4680",(07) 4978 6421,(07) 4978 6425,-23.87023,151.24266,"Kids Vision Centre, Collect & Return",Mon: 09:00-17:30; Tue: 09:00-17:30; Wed: 09:00-17:30; Thu: 09:00-19:00; Fri: 09:00-17:30; Sat: 09:00-17:00; Sun: 10:00-16:00
OPSM Helensvale Westfield,1069,OPSM Helensvale Westfield_1069,QLD,Helensvale,4212,1-29 Millaroo Dr,,,"1-29 Millaroo Dr, Helensvale, QLD, 4212",(07) 5580 3550,(07) 5580 5440,-27.926,153.33652,Collect & Return,Mon: 08:30-17:30; Tue: 08:30-17:30; Wed: 08:30-17:30; Thu: 08:30-20:00; Fri: 08:30-17:30; Sat: 09:00-17:00; Sun: 10:00-16:00
OPSM Stocklands Hervey Bay,1465,OPSM Stocklands Hervey Bay_1465,QLD,Hervey Bay,4655,6 Central Ave,,,"6 Central Ave, Hervey Bay, QLD, 4655",(07) 4124 8355,(07) 4124 6822,-25.29023,152.83497,Collect & Return,Mon: 09:00-17:30; Tue: 09:00-17:30; Wed: 09:00-17:30; Thu: 09:00-19:00; Fri: 09:00-17:30; Sat: 09:00-17:00; Sun: 10:00-15:00
OPSM Fairfield Central Townsville,2958,OPSM Fairfield Central Townsville_2958,QLD,Idalia,4811,2/30 Lakeside Dr,,,"2/30 Lakeside Dr, Idalia, QLD, 4811",(07) 4735 8721,(07) 4735 8759,-19.3158,146.8179,Return,Mon: 09:00-17:30; Tue: 09:00-17:30; Wed: 09:00-17:30; Thu: 09:00-19:00; Fri: 09:00-17:30; Sat: 09:00-16:00; Sun: closed
OPSM Indooroopilly,1277,OPSM Indooroopilly_1277,QLD,Indooroopilly,4068,322 Moggill Rd,,,"322 Moggill Rd, Indooroopilly, QLD, 4068",(07) 3378 4266,(07) 3378 4975,-27.49969,152.97269,"Dry Eye, Collect & Return",Mon: 09:00-17:30; Tue: 09:00-17:30; Wed: 09:00-17:30; Thu: 09:00-21:00; Fri: 09:00-17:30; Sat: 09:00-17:00; Sun: 10:00-16:00
OPSM Innisfail,1564,OPSM Innisfail_1564,QLD,Innisfail,4860,51-53 Edith Street,,,"51-53 Edith Street, Innisfail, QLD, 4860",(07) 4061 4244,(07) 4061 4238,-17.52497,146.03101,Collect & Return,Mon: 08:30-17:00; Tue: 08:30-17:00; Wed: 08:30-17:00; Thu: 08:30-17:00; Fri: 08:30-17:00; Sat: 08:30-12:00; Sun: closed
OPSM Kingaroy,1570,OPSM Kingaroy_1570,QLD,Kingaroy,4610,29 - 45 Alford St,,,"29 - 45 Alford St, Kingaroy, QLD, 4610",(07) 4162 7444,(07) 4162 7441,-26.54158,151.83693,Collect & Return,Mon: 08:30-17:30; Tue: 08:30-17:30; Wed: 08:30-17:30; Thu: 08:30-19:00; Fri: 08:30-17:30; Sat: 08:30-16:00; Sun: closed
OPSM Kippa Ring,2970,OPSM Kippa Ring_2970,QLD,Kippa-Ring,4021,272 Anzac Ave,,,"272 Anzac Ave, Kippa-Ring, QLD, 4021",(07) 3284 5811,(07) 3284 5023,-27.22489,153.0882,Collect & Return,Mon: 09:00-17:30; Tue: 09:00-17:30; Wed: 09:00-17:30; Thu: 09:00-19:00; Fri: 09:00-17:30; Sat: 09:00-17:00; Sun: closed
OPSM Townsville The Willows,2283,OPSM Townsville The Willows_2283,QLD,Kirwan,4817,Thuringowa Dr,,,"Thuringowa Dr, Kirwan, QLD, 4817",(07) 4723 8500,(07) 4723 8499,-19.31574,146.72682,Collect & Return,Mon: 09:00-17:30; Tue: 09:00-17:30; Wed: 09:00-17:30; Thu: 09:00-20:00; Fri: 09:00-17:30; Sat: 09:00-16:00; Sun: 10:00-15:00
OPSM Mackay,1295,OPSM Mackay_1295,QLD,Mackay,4740,Cnr Mangrove Rd &amp; Victoria St,,,"Cnr Mangrove Rd &amp; Victoria St, Mackay, QLD, 4740",(07) 4953 0861,(07) 4953 0864,-21.13661,149.1778,Collect & Return,Mon: 08:30-17:30; Tue: 08:30-17:30; Wed: 08:30-17:30; Thu: 08:30-20:00; Fri: 08:30-17:30; Sat: 08:30-16:00; Sun: 10:00-16:00
OPSM Mackay Mt Pleasant,2264,OPSM Mackay Mt Pleasant_2264,QLD,Mackay,4740,Cnr Phillip St &amp; Bucasia Rd,,,"Cnr Phillip St &amp; Bucasia Rd, Mackay, QLD, 4740",(07) 4942 5161,(07) 4942 5272,-21.11892,149.15872,Collect & Return,Mon: 08:30-17:30; Tue: 08:30-17:30; Wed: 08:30-17:30; Thu: 08:30-20:00; Fri: 08:30-17:30; Sat: 09:00-16:00; Sun: 10:00-15:00
OPSM North Lakes,2968,OPSM North Lakes_2968,QLD,Mango Hill,4509,Cnr Anzac Ave &amp; North Lakes Dr,,,"Cnr Anzac Ave &amp; North Lakes Dr, Mango Hill, QLD, 4509",(07) 3482 2099,(07) 3491 6833,-27.24073,153.01491,"Kids Vision Centre, Collect & Return",Mon: 09:00-17:30; Tue: 09:00-17:30; Wed: 09:00-17:30; Thu: 09:00-21:00; Fri: 09:00-17:30; Sat: 09:00-17:00; Sun: 10:00-16:00
OPSM Maroochydore,1263,OPSM Maroochydore_1263,QLD,Maroochydore,4558,154 - 164 Horton Pde,,,"154 - 164 Horton Pde, Maroochydore, QLD, 4558",(07) 5479 3444,(07) 5479 3555,-26.65452,153.08724,"Audiology, Dry Eye, Collect & Return",Mon: 09:00-17:30; Tue: 09:00-17:30; Wed: 09:00-17:30; Thu: 09:00-21:00; Fri: 09:00-17:30; Sat: 09:00-17:00; Sun: 10:00-16:00
OPSM Maryborough,1167,OPSM Maryborough_1167,QLD,Maryborough,4650,142 Lennox St,,,"142 Lennox St, Maryborough, QLD, 4650",(07) 4121 3214,(07) 4121 3083,-25.53782,152.6974,"Dry Eye, Collect & Return",Mon: 08:00-17:30; Tue: 08:00-17:30; Wed: 08:00-17:30; Thu: 08:00-17:30; Fri: 08:00-17:30; Sat: 09:00-16:00; Sun: closed
OPSM Brookside,1119,OPSM Brookside_1119,QLD,Mitchelton,4053,Cnr Osborne Rd &amp; Burwood Rd,,,"Cnr Osborne Rd &amp; Burwood Rd, Mitchelton, QLD, 4053",(07) 3355 9388,(07) 3355 9804,-27.40933,152.98036,"Dry Eye, Collect & Return",Mon: 09:00-17:30; Tue: 09:00-17:30; Wed: 09:00-17:30; Thu: 09:00-21:00; Fri: 09:00-17:30; Sat: 09:00-17:00; Sun: 10:00-16:00
OPSM Morayfield,1273,OPSM Morayfield_1273,QLD,Morayfield,4506,171 Morayfield Rd,,,"171 Morayfield Rd, Morayfield, QLD, 4506",(07) 5498 3755,(07) 5498 9581,-27.10376,152.95044,Collect & Return,Mon: 09:00-17:30; Tue: 09:00-17:30; Wed: 09:00-17:30; Thu: 09:00-21:00; Fri: 09:00-17:30; Sat: 09:00-17:00; Sun: 10:00-16:00
OPSM Mt Gravatt Plaza,2270,OPSM Mt Gravatt Plaza_2270,QLD,Mount Gravatt,4122,Cnr Logan Rd &amp; Creek Rd,,,"Cnr Logan Rd &amp; Creek Rd, Mount Gravatt, QLD, 4122",(07) 3849 8361,(07) 3849 2381,-27.53906,153.0822,Collect & Return,Mon: 09:00-17:30; Tue: 09:00-17:30; Wed: 09:00-17:30; Thu: 09:00-19:00; Fri: 09:00-17:30; Sat: 09:00-16:00; Sun: closed
OPSM Mt Isa,1585,OPSM Mt Isa_1585,QLD,Mount Isa,4825,22 Simpson St,,,"22 Simpson St, Mount Isa, QLD, 4825",(07) 4743 3839,(07) 4743 9023,-20.7255,139.49497,"Kids Vision Centre, Collect & Return",Mon: 08:30-17:00; Tue: 08:30-17:00; Wed: 08:30-17:00; Thu: 08:30-17:00; Fri: 08:30-17:00; Sat: closed; Sun: closed
OPSM Mt Ommaney,1274,OPSM Mt Ommaney_1274,QLD,Mt Ommaney,4074,171 Dandenong Rd,,,"171 Dandenong Rd, Mt Ommaney, QLD, 4074",(07) 3279 0699,(07) 3279 0559,-27.54869,152.93942,"Kids Vision Centre, Collect & Return",Mon: 09:00-17:30; Tue: 09:00-17:30; Wed: 09:00-17:30; Thu: 09:00-21:00; Fri: 09:00-17:30; Sat: 09:00-17:00; Sun: 10:00-16:00
OPSM Noosa,2998,OPSM Noosa_2998,QLD,Noosaville,4566,28 Eenie Creek Rd,,,"28 Eenie Creek Rd, Noosaville, QLD, 4566",(07) 5474 2399,(07) 5474 4475,-26.4153,153.0485,Collect & Return,Mon: 09:00-17:30; Tue: 09:00-17:30; Wed: 09:00-17:30; Thu: 09:00-19:00; Fri: 09:00-17:30; Sat: 09:00-17:00; Sun: 10:00-16:00
OPSM Ipswich,2978,OPSM Ipswich_2978,QLD,North Ipswich,4305,Cnr Down St &amp; The Terrace,,,"Cnr Down St &amp; The Terrace, North Ipswich, QLD, 4305",(07) 3557 0003,(07) 3557 0382,-27.60873,152.75892,Collect & Return,Mon: 09:00-17:30; Tue: 09:00-17:30; Wed: 09:00-17:30; Thu: 09:00-21:00; Fri: 09:00-17:30; Sat: 09:00-17:00; Sun: 10:00-16:00
OPSM Hervey Bay,1299,OPSM Hervey Bay_1299,QLD,Pialba,4655,Cnr Hunter St &amp; Old Maryborough Rd,,,"Cnr Hunter St &amp; Old Maryborough Rd, Pialba, QLD, 4655",(07) 4124 2627,(07) 4124 1462,-25.28341,152.83969,Collect & Return,Mon: 08:30-17:00; Tue: 08:30-17:00; Wed: 08:30-17:00; Thu: 08:30-17:00; Fri: 08:30-17:00; Sat: 08:30-17:00; Sun: closed
OPSM Robina,1322,OPSM Robina_1322,QLD,Robina Town Centre,4230,167-191 Robina Town Centre Dr,,,"167-191 Robina Town Centre Dr, Robina Town Centre, QLD, 4230",(07) 5593 2199,(07) 5593 2700,-28.07611,153.38606,Collect & Return,Mon: 09:00-17:30; Tue: 09:00-17:30; Wed: 09:00-17:30; Thu: 09:00-21:00; Fri: 09:00-17:30; Sat: 09:00-17:00; Sun: 10:00-16:00
OPSM Rockhampton,1064,OPSM Rockhampton_1064,QLD,Rockhampton,4701,Yaamba Rd &amp; Bruce Hwy,,,"Yaamba Rd &amp; Bruce Hwy, Rockhampton, QLD, 4701",(07) 4928 0022,(07) 4926 2875,-23.35608,150.52231,"Dry Eye, Collect & Return",Mon: 09:00-17:30; Tue: 09:00-17:30; Wed: 09:00-17:30; Thu: 09:00-21:00; Fri: 09:00-17:30; Sat: 09:00-17:00; Sun: 10:00-16:00
OPSM Runaway Bay,1076,OPSM Runaway Bay_1076,QLD,Runaway Bay,4216,10 - 12 Lae Dr,,,"10 - 12 Lae Dr, Runaway Bay, QLD, 4216",(07) 5529 1166,(07) 5528 9992,-27.91408,153.39963,Collect & Return,Mon: 09:00-17:30; Tue: 09:00-17:30; Wed: 09:00-17:30; Thu: 09:00-20:00; Fri: 09:00-17:30; Sat: 09:00-17:00; Sun: 10:00-16:00
OPSM Loganholme,1562,OPSM Loganholme_1562,QLD,Shailer Park,4128,3828-3846 Pacific Hwy,,,"3828-3846 Pacific Hwy, Shailer Park, QLD, 4128",(07) 3209 7525,(07) 3801 2870,-27.66046,153.17229,Collect & Return,Mon: 08:30-17:30; Tue: 08:30-17:30; Wed: 08:30-17:30; Thu: 08:30-21:00; Fri: 08:30-17:30; Sat: 09:00-17:00; Sun: 10:00-16:00
OPSM Southport,1343,OPSM Southport_1343,QLD,Southport,4215,42 Marine Pde,,,"42 Marine Pde, Southport, QLD, 4215",(07) 5531 1128,(07) 5591 1224,-27.96859,153.41572,Collect & Return,Mon: 09:00-17:30; Tue: 09:00-17:30; Wed: 09:00-17:30; Thu: 09:00-20:00; Fri: 09:00-17:30; Sat: 09:00-17:00; Sun: 10:00-16:00
OPSM Springfield,1110,OPSM Springfield_1110,QLD,Springfield Lakes,4300,1 Main St,,,"1 Main St, Springfield Lakes, QLD, 4300",(07) 3470 0884,(07) 3470 0889,-27.6774,152.90262,"Kids Vision Centre, Collect & Return",Mon: 09:00-17:30; Tue: 09:00-17:30; Wed: 09:00-17:30; Thu: 09:00-21:00; Fri: 09:00-17:30; Sat: 09:00-17:00; Sun: 10:00-16:00
OPSM Stafford,7025,OPSM Stafford_7025,QLD,Stafford,4053,400 Stafford Rd,,,"400 Stafford Rd, Stafford, QLD, 4053",(07) 3352 7964,(07) 3352 7968,-27.4117,153.0122,Kids Vision Centre,Mon: 09:00-17:30; Tue: 09:00-17:30; Wed: 09:00-17:30; Thu: 09:00-19:30; Fri: 09:00-17:30; Sat: 09:00-16:00; Sun: closed
OPSM Strathpine,1436,OPSM Strathpine_1436,QLD,Strathpine,4500,"Strathpine Centre,295 Gympie Rd",,,"Strathpine Centre,295 Gympie Rd, Strathpine, QLD, 4500",(07) 3881 2899,(07) 3881 2901,-27.30691,152.99344,"Audiology, Dry Eye, Collect & Return",Mon: 09:00-17:30; Tue: 09:00-17:30; Wed: 09:00-17:00; Thu: 09:00-20:00; Fri: 09:00-17:30; Sat: 09:00-17:00; Sun: 10:00-16:00
OPSM Sunnybank,1268,OPSM Sunnybank_1268,QLD,Sunnybank,4109,Cnr Mains Rd &amp; Mccullough St,,,"Cnr Mains Rd &amp; Mccullough St, Sunnybank, QLD, 4109",(07) 3344 2406,(07) 3344 4709,-27.56961,153.06276,"Kids Vision Centre, Collect & Return",Mon: 09:00-17:30; Tue: 09:00-17:30; Wed: 09:00-17:30; Thu: 09:00-20:00; Fri: 09:00-17:30; Sat: 09:00-16:00; Sun: 10:00-16:00
OPSM The Gap,1387,OPSM The Gap_1387,QLD,The Gap,4061,1000 Waterworks Rd,,,"1000 Waterworks Rd, The Gap, QLD, 4061",(07) 3300 6400,(07) 3300 0313,-27.44597,152.95269,"Kids Vision Centre, Collect & Return",Mon: 09:00-17:30; Tue: 09:00-17:30; Wed: 09:00-17:30; Thu: 09:00-19:00; Fri: 09:00-17:30; Sat: 09:00-17:00; Sun: 10:00-16:00
OPSM Toowong,1565,OPSM Toowong_1565,QLD,Toowong,4066,9 Serwood Rd,,,"9 Serwood Rd, Toowong, QLD, 4066",(07) 3371 7733,(07) 3371 0810,-27.48504,152.99289,Collect & Return,Mon: 09:00-17:30; Tue: 09:00-17:30; Wed: 09:00-17:30; Thu: 09:00-21:00; Fri: 09:00-17:30; Sat: 09:00-17:00; Sun: closed
OPSM Clifford Gardens,1339,OPSM Clifford Gardens_1339,QLD,Toowoomba,4350,Cnr Anzac Ave &amp; James St,,,"Cnr Anzac Ave &amp; James St, Toowoomba, QLD, 4350",(07) 4634 1934,(07) 4634 1609,-27.56466,151.93255,Collect & Return,Mon: 08:30-17:30; Tue: 08:30-17:30; Wed: 08:30-17:30; Thu: 08:30-20:00; Fri: 08:30-17:30; Sat: 08:30-16:00; Sun: 10:00-15:00
OPSM Toowoomba,1062,OPSM Toowoomba_1062,QLD,Toowoomba,4350,Cnr Margaret St &amp; Clifford St,,,"Cnr Margaret St &amp; Clifford St, Toowoomba, QLD, 4350",(07) 4638 5799,(07) 4639 3276,-27.5615,151.94874,"Dry Eye, Collect & Return",Mon: 08:30-17:30; Tue: 08:30-17:30; Wed: 08:30-17:30; Thu: 08:30-21:00; Fri: 08:30-17:00; Sat: 08:30-17:00; Sun: 10:00-16:00
OPSM Castletown,1169,OPSM Castletown_1169,QLD,Townsville,4810,Cnr Woolcock St &amp; Kings Rd,,,"Cnr Woolcock St &amp; Kings Rd, Townsville, QLD, 4810",(07) 4721 6831,(07) 4721 6827,-19.27202,146.79091,"Dry Eye, Collect & Return",Mon: 09:00-17:30; Tue: 09:00-17:30; Wed: 09:00-17:30; Thu: 09:00-20:00; Fri: 09:00-17:30; Sat: 09:00-16:00; Sun: 10:00-15:00
OPSM Mt Gravatt Westfield,1262,OPSM Mt Gravatt Westfield_1262,QLD,Upper Mount Gravatt,4122,Kessells Rd,,,"Kessells Rd, Upper Mount Gravatt, QLD, 4122",(07) 3343 3944,(07) 3349 2356,-27.56303,153.08298,"Dry Eye, Collect & Return",Mon: 08:30-17:30; Tue: 08:30-17:30; Wed: 08:30-17:30; Thu: 08:30-21:00; Fri: 08:30-17:30; Sat: 08:30-17:00; Sun: 09:30-16:00
OPSM Victoria Point,1552,OPSM Victoria Point_1552,QLD,Victoria Point,4165,2-34 Bunker Rd,,,"2-34 Bunker Rd, Victoria Point, QLD, 4165",(07) 3820 8237,(07) 3820 6585,-27.58784,153.28017,Collect & Return,Mon: 09:00-17:30; Tue: 09:00-17:30; Wed: 09:00-17:30; Thu: 09:00-21:00; Fri: 09:00-17:30; Sat: 09:00-17:00; Sun: 10:00-16:00
OPSM Bay Plaza Yeppoon,2957,OPSM Bay Plaza Yeppoon_2957,QLD,Yeppoon,4703,64-76 James St,,,"64-76 James St, Yeppoon, QLD, 4703",(07) 4910 8762,(07) 4910 8764,-23.12788,150.74536,Collect & Return,Mon: 09:00-17:30; Tue: 09:00-17:30; Wed: 09:00-17:30; Thu: 09:00-19:00; Fri: 09:00-17:30; Sat: 09:00-16:00; Sun: closed
Vision Hub Aberfoyle Park by OPSM,2961,Vision Hub Aberfoyle Park by OPSM_2961,SA,Aberfoyle Park,5159,Shop 31/130-150 Hub Drive,,,"Shop 31/130-150 Hub Drive, Aberfoyle Park, SA, 5159",(08)83706588,(08) 8370 6589,-35.07489,138.59267,"Kids Vision Centre, Collect & Return",Mon: 09:00-17:30; Tue: 09:00-17:30; Wed: 09:00-17:30; Thu: 09:00-18:00; Fri: 09:00-17:30; Sat: 09:00-13:00; Sun: closed
OPSM Adelaide Rundle Mall,1376,OPSM Adelaide Rundle Mall_1376,SA,Adelaide,5000,71 Rundle Mall,,,"71 Rundle Mall, Adelaide, SA, 5000",(08) 8212  5192,(08) 8231 9881,-34.92302,138.60226,"Audiology, Dry Eye, Collect & Return",Mon: 08:30-17:30; Tue: 08:30-17:30; Wed: 08:30-17:30; Thu: 08:30-17:30; Fri: 08:30-21:00; Sat: 09:00-17:00; Sun: 09:00-17:00
OPSM Bagot House,1050,OPSM Bagot House_1050,SA,Adelaide,5000,198 North Terrace,,,"198 North Terrace, Adelaide, SA, 5000",(08) 8305 1000,08 8232 6541,-34.92143,138.6023,Collect & Return,Mon: 08:30-17:30; Tue: 08:30-17:30; Wed: 08:30-17:00; Thu: 08:30-17:30; Fri: 08:30-18:00; Sat: 09:00-17:00; Sun: 09:00-17:00
OPSM Berri,1579,OPSM Berri_1579,SA,Berri,5343,24 Denny St,,,"24 Denny St, Berri, SA, 5343",(08) 8582 2974,(08) 8582 2194,-34.2867,140.60188,Collect & Return,Mon: 09:00-17:30; Tue: 09:00-17:30; Wed: 09:00-17:30; Thu: 09:00-17:30; Fri: 09:00-17:30; Sat: closed; Sun: closed
OPSM Edwardstown,1572,OPSM Edwardstown_1572,SA,Edwardstown,5039,992 South Rd,,,"992 South Rd, Edwardstown, SA, 5039",(08) 8277 6822,(08) 8374 1397,-34.98117,138.57246,Collect & Return,Mon: 09:00-17:30; Tue: 09:00-17:30; Wed: 09:00-17:30; Thu: 09:00-20:00; Fri: 09:00-17:30; Sat: 09:00-17:00; Sun: 11:00-17:00
OPSM Elizabeth,1155,OPSM Elizabeth_1155,SA,Elizabeth,5112,50 Elizabeth Way,,,"50 Elizabeth Way, Elizabeth, SA, 5112",(08) 8252 1255,(08) 8287 0699,-34.71849,138.66765,"Kids Vision Centre, Collect & Return",Mon: 09:00-17:30; Tue: 09:00-17:30; Wed: 09:00-17:30; Thu: 09:00-21:00; Fri: 09:00-17:30; Sat: 09:00-17:00; Sun: 09:00-17:00
OPSM Firle 2,1422,OPSM Firle 2_1422,SA,Firle,5070,171 Glynburn Rd,,,"171 Glynburn Rd, Firle, SA, 5070",(08) 8332 9788,(08) 8364 2843,-34.9048,138.656,"Kids Vision Centre, Collect & Return",Mon: 09:00-17:30; Tue: 09:00-17:30; Wed: 09:00-17:30; Thu: 09:00-18:30; Fri: 09:00-17:30; Sat: 09:00-17:00; Sun: closed
OPSM Gawler,1251,OPSM Gawler_1251,SA,Gawler,5118,56 Murray St,,,"56 Murray St, Gawler, SA, 5118",(08) 8522 1580,(08) 8522 5055,-34.6002,138.7491,Collect & Return,Mon: 09:00-17:30; Tue: 09:00-17:30; Wed: 09:00-17:30; Thu: 09:00-20:00; Fri: 09:00-17:30; Sat: 09:00-17:00; Sun: closed
OPSM Glenelg,1211,OPSM Glenelg_1211,SA,Glenelg,5045,Cnr Brighton Rd &amp; Jetty Rd,,,"Cnr Brighton Rd &amp; Jetty Rd, Glenelg, SA, 5045",(08) 8294 2566,(08) 8294 2993,-34.97916,138.51955,"Dry Eye, Collect & Return",Mon: 08:30-17:30; Tue: 08:30-17:30; Wed: 08:30-17:30; Thu: 08:30-18:00; Fri: 08:30-17:30; Sat: 08:30-17:00; Sun: 11:00-17:00
OPSM Burnside,1011,OPSM Burnside_1011,SA,Glenside,5065,447 Portrush Rd,,,"447 Portrush Rd, Glenside, SA, 5065",(08) 8338 6400,(08) 8338 5318,-34.94124,138.64148,"Dry Eye, Kids Vision Centre, Collect & Return",Mon: 09:00-17:30; Tue: 09:00-17:30; Wed: 09:00-17:30; Thu: 09:00-21:00; Fri: 09:00-17:30; Sat: 09:00-17:00; Sun: 11:00-17:00
OPSM Golden Grove,1468,OPSM Golden Grove_1468,SA,Golden Grove,5125,Cnr The Golden Way &amp; The Grove Way,,,"Cnr The Golden Way &amp; The Grove Way, Golden Grove, SA, 5125",(08) 8289 3544,(08) 8289 1136,-34.79034,138.69436,Collect & Return,Mon: 09:00-17:30; Tue: 09:00-17:30; Wed: 09:00-17:30; Thu: 09:00-20:00; Fri: 09:00-17:30; Sat: 09:00-17:00; Sun: 09:00-17:00
OPSM Arndale,1648,OPSM Arndale_1648,SA,Kilkenny,5009,Cnr Hanson Rd &amp; Torrens Rd,,,"Cnr Hanson Rd &amp; Torrens Rd, Kilkenny, SA, 5009",(08) 8345 2471,(08) 8243 0340,-34.87401,138.54961,Collect & Return,Mon: 09:00-17:30; Tue: 09:00-17:30; Wed: 09:00-17:30; Thu: 09:00-20:00; Fri: 09:00-17:30; Sat: 09:00-17:00; Sun: closed
OPSM Tea Tree Plaza,1231,OPSM Tea Tree Plaza_1231,SA,Modbury,5092,976 North East Rd,,,"976 North East Rd, Modbury, SA, 5092",(08) 8264 3000,(08) 8396 3178,-34.83077,138.69223,"Kids Vision Centre, Collect & Return",Mon: 08:30-17:30; Tue: 08:30-17:30; Wed: 08:30-17:30; Thu: 08:30-21:00; Fri: 08:30-17:30; Sat: 08:30-17:00; Sun: 09:00-17:00
OPSM Southgate Square,2934,OPSM Southgate Square_2934,SA,Morphett Vale,5162,Cnr Sherriffs &amp; Hillier Rd,,,"Cnr Sherriffs &amp; Hillier Rd, Morphett Vale, SA, 5162",(08) 8305 1015,(08) 8305 1016,-35.11402,138.54753,"Kids Vision Centre, Collect & Return",Mon: 09:00-17:30; Tue: 09:00-17:30; Wed: 09:00-17:30; Thu: 09:00-19:00; Fri: 09:00-17:30; Sat: 09:00-17:00; Sun: closed
OPSM Mt Barker,1245,OPSM Mt Barker_1245,SA,Mount Barker,5251,13 Mclaren St,,,"13 Mclaren St, Mount Barker, SA, 5251",(08) 8391 0121,(08) 8398 2918,-35.06489,138.85975,Collect & Return,Mon: 09:00-17:30; Tue: 09:00-17:30; Wed: 09:00-17:30; Thu: 09:00-21:00; Fri: 09:00-17:30; Sat: 09:00-17:00; Sun: 11:00-17:00
OPSM Mount Gambier,1584,OPSM Mount Gambier_1584,SA,Mount Gambier,5290,21 Helen St,,,"21 Helen St, Mount Gambier, SA, 5290",(08) 8725 7222,(08) 8723 1306,-37.82989,140.77727,Collect & Return,Mon: 09:00-17:30; Tue: 09:00-17:30; Wed: 09:00-17:30; Thu: 09:00-19:00; Fri: 09:00-17:30; Sat: 09:00-13:00; Sun: closed
OPSM Colonnades,7071,OPSM Colonnades_7071,SA,Noarlunga,5168,Cnr Goldsmith Rd &amp; Beach Rd,,,"Cnr Goldsmith Rd &amp; Beach Rd, Noarlunga, SA, 5168",(08) 8384 3399,(08) 8384 1212,-35.13839,138.49432,,Mon: 09:00-17:30; Tue: 09:00-17:30; Wed: 09:00-17:30; Thu: 09:00-21:00; Fri: 09:00-17:30; Sat: 09:00-17:00; Sun: 11:00-16:00
OPSM North Adelaide,1058,OPSM North Adelaide_1058,SA,North Adelaide,5006,67 O'Connell St,,,"67 O'Connell St, North Adelaide, SA, 5006",(08) 8239 0400,(08) 8267 1365,-34.90724,138.59559,"Dry Eye, Collect & Return",Mon: 09:00-17:30; Tue: 09:00-17:30; Wed: 09:00-17:30; Thu: 09:00-19:00; Fri: 09:00-17:30; Sat: 09:00-17:00; Sun: closed
OPSM Norwood,2989,OPSM Norwood_2989,SA,Norwood,5067,161 The Parade,,,"161 The Parade, Norwood, SA, 5067",(08) 8305 1011,(08)8305 1012,-34.92102,138.63568,"Kids Vision Centre, Collect & Return",Mon: 09:00-17:30; Tue: 09:00-17:30; Wed: 09:00-17:30; Thu: 09:00-21:00; Fri: 09:00-17:30; Sat: 09:00-17:00; Sun: 11:00-17:00
