retailer,store_id,affiliations,name,status,country,state,suburb,postcode,full_address,phone,latitude,longitude,official_url,services,audiology,venue_name,venue_id,location_type,classification_confidence,classification_basis,store_area_sqm,area_measure,area_source,area_date,area_confidence,source_url,fetched_at
OPSM,opsm-1415,,OPSM Roselands,Active,Australia,NSW,Roselands,2196,"Roselands Dr, Roselands, NSW, 2196",(02) 9759 0825,-33.93492,151.06921,https://www.opsm.com.au/en/opsm-au/find-store,Collect & Return,false,,,Unclassified,Low,Insufficient official venue or street evidence,,,,,Unknown,https://www.opsm.com.au/en/opsm-au/find-store,2026-09-01T07:42:23+00:00
OPSM,opsm-1105,,SHELLHARBOUR,Active,Australia,NSW,Shellharbour,2529,"Shop 1004-1005, Shellharbour, NSW, 2529",(02) 4296 7777,-34.5629,150.8393,https://www.opsm.com.au/en/opsm-au/find-store,"Dry Eye, Collect & Return",false,,,Shopping Centre,Medium,Official address uses a shop/level format; venue name requires review,,,,,Unknown,https://www.opsm.com.au/en/opsm-au/find-store,2026-09-01T07:42:23+00:00
Bailey Nelson,bailey-nelson-pitt-st-sydney,,Bailey Nelson Pitt Street - Westfield Sydney,Active,Australia,NSW,Sydney,2000,"188 Pitt St, Sydney, NSW, 2000",+61290008067,-33.8705971,151.2090642,https://baileynelson.com.au/pages/optometrist-pitt-st-sydney,Optometry Services; Bulk-Billed Eye Tests; Private Eye Tests from $65; Contact Lens Eye Tests; Visual Fields Testing; Ultra-wide retinal imaging; Optical & Sunglass styling; Free frame adjustments,false,,,Shopping Centre,High,Official name/address contains shopping-centre evidence,,,,,Unknown,https://baileynelson.com.au/pages/optometrist-pitt-st-sydney,2026-09-01T07:42:35+00:00
Oscar Wylee,oscar-wylee-3,,"The Galeries, Pitt St",Active,Australia,NSW,Sydney,2000,"Shop RG28 The Galeries, 275 Pitt St, Sydney NSW 2000, Australia",(02) 8960 1250,-33.8726141,151.2057439,https://www.oscarwylee.com.au/locations/locations/optometrist-sydney-galeries.html,"Comprehensive eye tests, Prescription glasses, Sunglasses",false,,,Shopping Centre,Medium,Official address uses a shop/level format; venue name requires review,,,,,Unknown,https://www.oscarwylee.com.au/locations/locations/optometrist-sydney-galeries.html,2026-09-01T07:43:15+00:00
Specsavers,specsavers-3469,,Taree,Active,Australia,NSW,Taree,2430,"42-44 Manning Street,, Shop 2, Taree, NSW, 2430",(02) 6552 7331,-31.911173,152.46,https://www.specsavers.com.au/stores/taree,Optometry; Audiology,true,,,Shopping Centre,Medium,Official address uses a shop/level format; venue name requires review,,,,,Unknown,https://www.specsavers.com.au/stores/taree,2026-09-01T23:21:29.969Z
OPSM,opsm-2266,,OPSM Toronto,Active,Australia,NSW,Toronto,2283,"47 The Blvd, Toronto, NSW, 2283",(02) 4950 5545,-33.01256,151.59539,https://www.opsm.com.au/en/opsm-au/find-store,Collect & Return,false,,,Unclassified,Low,Insufficient official venue or street evidence,,,,,Unknown,https://www.opsm.com.au/en/opsm-au/find-store,2026-09-01T07:42:23+00:00
Independent / Other optical,independent-other-optical-provision-223610,provision,Envision Optical Tweed Heads South,Active,Australia,NSW,Twead Heads South,2486,"Shop 4/33-35 Corporation Circuit, Twead Heads South, New South Wales, 2486",,-28.2068872,153.53905659999998,https://www.provision.com.au/practice/envision-optical-tweed-heads-south/,,false,,,Unclassified,Low,Insufficient official venue or street evidence,,,,,Unknown,https://www.provision.com.au/search-results/,2026-09-02T12:40:25.820359+00:00
Specsavers,specsavers-3505,,Broadway Sydney,Active,Australia,NSW,Ultimo,2007,"Shop G27(Near Coles) Broadway, 1 Bay Street, Ultimo, NSW, 2007",(02) 9211 4088,-33.883568,151.19388,https://www.specsavers.com.au/stores/broadway,Optometry,false,,,Shopping Centre,Medium,Official address uses a shop/level format; venue name requires review,,,,,Unknown,https://www.specsavers.com.au/stores/broadway,2026-09-01T23:21:29.969Z
Specsavers,specsavers-3254,,Wagga Wagga,Active,Australia,NSW,Wagga Wagga,2650,"Shop 1 & 2, 56 Forsyth St, Wagga Wagga, NSW, 2650",(02) 6921 2111,-35.114376,147.37082,https://www.specsavers.com.au/stores/waggawagga,Optometry; Audiology,true,,,Shopping Centre,Medium,Official address uses a shop/level format; venue name requires review,,,,,Unknown,https://www.specsavers.com.au/stores/waggawagga,2026-09-01T23:21:29.969Z
Eyecare Plus,eyecare-plus-687,,Eyecare Plus Optometrists Warners Bay,Active,Australia,NSW,Warners Bay,2282,"1/464 The Esplanade, Warners Bay, NSW, 2282",(02) 4948 5069,-32.974291,151.644537,https://www.eyecareplus.com.au/warnersbay/,,false,,,Unclassified,Low,Insufficient official venue or street evidence,,,,,Unknown,https://www.eyecareplus.com.au/find-optometrist/,2026-09-02T12:40:25.820359+00:00
OPSM,opsm-1068,,OPSM Warriewood,Active,Australia,NSW,Warriewood,2102,"Jacksons Rd, Warriewood, NSW, 2102",(02) 9913 9071,-33.69569,151.29617,https://www.opsm.com.au/en/opsm-au/find-store,Collect & Return,false,,,Main Street / Street-front,Low,Official address contains street evidence but needs review,,,,,Unknown,https://www.opsm.com.au/en/opsm-au/find-store,2026-09-01T07:42:23+00:00
OPSM,opsm-2299,,OPSM Wauchope,Active,Australia,NSW,Wauchope,2446,"High St, Wauchope, NSW, 2446",(02) 6585 2755,-31.45755,152.73391,https://www.opsm.com.au/en/opsm-au/find-store,Collect & Return,false,,,Main Street / Street-front,Low,Official address contains street evidence but needs review,,,,,Unknown,https://www.opsm.com.au/en/opsm-au/find-store,2026-09-01T07:42:23+00:00
OPSM,opsm-1307,,OPSM Wetherill Park,Active,Australia,NSW,Wetherill Park,2164,"Polding St, Wetherill Park, NSW, 2164",(02) 9729 0339,-33.85862,150.89779,https://www.opsm.com.au/en/opsm-au/find-store,Collect & Return,false,,,Main Street / Street-front,Low,Official address contains street evidence but needs review,,,,,Unknown,https://www.opsm.com.au/en/opsm-au/find-store,2026-09-01T07:42:23+00:00
OPSM,opsm-2928,,OPSM Winston Hills,Active,Australia,NSW,Winston Hills,2153,"180 Caroline Chisholm Dr, Winston Hills, NSW, 2153",(02) 9674 8632,-33.77275,150.96801,https://www.opsm.com.au/en/opsm-au/find-store,Collect & Return,false,,,Unclassified,Low,Insufficient official venue or street evidence,,,,,Unknown,https://www.opsm.com.au/en/opsm-au/find-store,2026-09-01T07:42:23+00:00
Oscar Wylee,oscar-wylee-133,,Wollongong Central,Active,Australia,NSW,Wollongong,2500,"Wollongong Central Shop W129, 200 Crown Street Wollongong NSW 2500",(02) 7208 8415,-34.423444301425,150.89418706931,https://www.oscarwylee.com.au/locations/locations/optometrist-wollongong-central.html,"Comprehensive eye tests, Prescription glasses, Sunglasses",false,,,Shopping Centre,Medium,Official address uses a shop/level format; venue name requires review,,,,,Unknown,https://www.oscarwylee.com.au/locations/locations/optometrist-wollongong-central.html,2026-09-01T07:43:15+00:00
OPSM,opsm-1311,,OPSM Woy Woy,Active,Australia,NSW,Woy Woy,2256,"Railway St, Woy Woy, NSW, 2256",(02) 4342 3033,-33.48774,151.32397,https://www.opsm.com.au/en/opsm-au/find-store,Collect & Return,false,,,Main Street / Street-front,Low,Official address contains street evidence but needs review,,,,,Unknown,https://www.opsm.com.au/en/opsm-au/find-store,2026-09-01T07:42:23+00:00
Independent / Other optical,independent-other-optical-osm-au-node-5720362545,,NT Optometrists,Mapped,Australia,NT,,,Australia,+61 8 8945 1111,-12.4010018,130.9158862,https://www.openstreetmap.org/node/5720362545,Optical / optician listing,false,,,Unclassified,Low,Insufficient official venue or street evidence,,,,,Unknown,https://www.openstreetmap.org/node/5720362545,2026-09-01T07:48:20.085579Z
Independent / Other optical,independent-other-optical-osm-au-node-6267324335,,Optical Superstore,Mapped,Australia,NT,,,Australia,,-12.4713315,130.9836592,https://www.openstreetmap.org/node/6267324335,Optical / optician listing,false,,,Unclassified,Low,Insufficient official venue or street evidence,,,,,Unknown,https://www.openstreetmap.org/node/6267324335,2026-09-01T07:48:20.085579Z
Independent / Other optical,independent-other-optical-osm-au-way-1250385845,,Optical Superstore,Mapped,Australia,NT,,,Australia,,-12.3752341,130.8808922,https://www.openstreetmap.org/way/1250385845,Optical / optician listing,false,,,Unclassified,Low,Insufficient official venue or street evidence,,,,,Unknown,https://www.openstreetmap.org/way/1250385845,2026-09-01T07:48:20.085579Z
OPSM,opsm-1582,,OPSM Alice Springs,Active,Australia,NT,Alice Springs,0870,"Hartley St, Alice Springs, NT, 0870",(08) 8952 8277,-23.69941,133.88087,https://www.opsm.com.au/en/opsm-au/find-store,Collect & Return,false,,,Main Street / Street-front,Low,Official address contains street evidence but needs review,,,,,Unknown,https://www.opsm.com.au/en/opsm-au/find-store,2026-09-01T07:42:23+00:00
OPSM,opsm-1580,,OPSM Katherine,Active,Australia,NT,Katherine,0851,"Katherine Tce, Katherine, NT, 0851",(08) 8972 2035,-14.46567,132.26553,https://www.opsm.com.au/en/opsm-au/find-store,Collect & Return,false,,,Unclassified,Low,Insufficient official venue or street evidence,,,,,Unknown,https://www.opsm.com.au/en/opsm-au/find-store,2026-09-01T07:42:23+00:00
Independent / Other optical,independent-other-optical-osm-ne-node-11440212557,,Matthews,Mapped,New Zealand,Nelson,,,New Zealand,,-41.2739613,173.2860222,https://www.openstreetmap.org/node/11440212557,Optical / optician listing,false,,,Unclassified,Low,Insufficient official venue or street evidence,,,,,Unknown,https://www.openstreetmap.org/node/11440212557,2026-09-01T07:48:20.085579Z
Independent / Other optical,independent-other-optical-osm-ne-node-12660968717,,Matthews Sports Vision,Mapped,New Zealand,Nelson,,,New Zealand,,-41.2744433,173.2846629,https://www.openstreetmap.org/node/12660968717,Optical / optician listing,false,,,Unclassified,Low,Insufficient official venue or street evidence,,,,,Unknown,https://www.openstreetmap.org/node/12660968717,2026-09-01T07:48:20.085579Z
Independent / Other optical,independent-other-optical-osm-ne-node-12381329536,,The Optical Shop,Mapped,New Zealand,Northland,,,New Zealand,,-35.2055164,173.9166571,https://www.openstreetmap.org/node/12381329536,Optical / optician listing,false,,,Shopping Centre,Medium,Official address uses a shop/level format; venue name requires review,,,,,Unknown,https://www.openstreetmap.org/node/12381329536,2026-09-01T07:48:20.085579Z
Independent / Other optical,independent-other-optical-osm-ne-node-12577152601,,The Optical Shop,Mapped,New Zealand,Northland,,,New Zealand,,-35.7260628,174.3216956,https://www.openstreetmap.org/node/12577152601,Optical / optician listing,false,,,Shopping Centre,Medium,Official address uses a shop/level format; venue name requires review,,,,,Unknown,https://www.openstreetmap.org/node/12577152601,2026-09-01T07:48:20.085579Z
OPSM,opsm-nz-1694,,OPSM Whangarei,Active,New Zealand,Northland,Whangarei,0110,"Cameron St, Whangarei, NTL, 0110",(09) 438 4930,-35.72518,174.32004,https://www.opsm.co.nz/find-store,Collect & Return,false,,,Main Street / Street-front,Low,Official address contains street evidence but needs review,,,,,Unknown,https://www.opsm.co.nz/find-store,2026-09-01T07:42:29+00:00
Independent / Other optical,independent-other-optical-osm-ne-node-4777975526,,Central otago optics,Mapped,New Zealand,Otago,,,New Zealand,,-45.0372024,169.1966087,https://www.openstreetmap.org/node/4777975526,Optical / optician listing,false,,,Unclassified,Low,Insufficient official venue or street evidence,,,,,Unknown,https://www.openstreetmap.org/node/4777975526,2026-09-01T07:48:20.085579Z
Independent / Other optical,independent-other-optical-osm-ne-node-10864300613,,Ocula,Mapped,New Zealand,Otago,,,New Zealand,,-44.6962824,169.1359722,https://www.openstreetmap.org/node/10864300613,Optical / optician listing,false,,,Unclassified,Low,Insufficient official venue or street evidence,,,,,Unknown,https://www.openstreetmap.org/node/10864300613,2026-09-01T07:48:20.085579Z
Independent / Other optical,independent-other-optical-osm-ne-node-14071539647,,Peter Dick Optometrists,Mapped,New Zealand,Otago,,,New Zealand,,-45.8754059,170.5022018,https://www.openstreetmap.org/node/14071539647,Optical / optician listing,false,,,Unclassified,Low,Insufficient official venue or street evidence,,,,,Unknown,https://www.openstreetmap.org/node/14071539647,2026-09-01T07:48:20.085579Z
Independent / Other optical,independent-other-optical-osm-au-node-12785778224,,20/20 Eyewear,Mapped,Australia,QLD,,,Australia,,-27.1549277,152.9753332,https://www.openstreetmap.org/node/12785778224,Optical / optician listing,false,,,Unclassified,Low,Insufficient official venue or street evidence,,,,,Unknown,https://www.openstreetmap.org/node/12785778224,2026-09-01T07:48:20.085579Z
Independent / Other optical,independent-other-optical-osm-au-node-5471854202,,About Specs,Mapped,Australia,QLD,,,Australia,,-27.6776221,152.9031516,https://www.openstreetmap.org/node/5471854202,Optical / optician listing,false,,,Unclassified,Low,Insufficient official venue or street evidence,,,,,Unknown,https://www.openstreetmap.org/node/5471854202,2026-09-01T07:48:20.085579Z
Independent / Other optical,independent-other-optical-osm-au-node-7600973401,,Absolute Vision Optometrist,Mapped,Australia,QLD,,,Australia,,-26.6269208,152.96078,https://www.openstreetmap.org/node/7600973401,Optical / optician listing,false,,,Unclassified,Low,Insufficient official venue or street evidence,,,,,Unknown,https://www.openstreetmap.org/node/7600973401,2026-09-01T07:48:20.085579Z
Independent / Other optical,independent-other-optical-osm-au-node-2079907028,,BrightEyes,Mapped,Australia,QLD,,,Australia,,-20.2688623,148.7190543,https://www.openstreetmap.org/node/2079907028,Optical / optician listing,false,,,Unclassified,Low,Insufficient official venue or street evidence,,,,,Unknown,https://www.openstreetmap.org/node/2079907028,2026-09-01T07:48:20.085579Z
Independent / Other optical,independent-other-optical-osm-au-node-4772042225,,BrightEyes,Mapped,Australia,QLD,,,Australia,,-19.2719712,146.7904875,https://www.openstreetmap.org/node/4772042225,Optical / optician listing,false,,,Unclassified,Low,Insufficient official venue or street evidence,,,,,Unknown,https://www.openstreetmap.org/node/4772042225,2026-09-01T07:48:20.085579Z
Independent / Other optical,independent-other-optical-osm-au-node-10272461284,,BrightEyes Sunglasses,Mapped,Australia,QLD,,,Australia,,-27.2420602,153.0179376,https://www.openstreetmap.org/node/10272461284,Optical / optician listing,false,,,Unclassified,Low,Insufficient official venue or street evidence,,,,,Unknown,https://www.openstreetmap.org/node/10272461284,2026-09-01T07:48:20.085579Z
Independent / Other optical,independent-other-optical-osm-au-way-1254252545,,Bupa,Mapped,Australia,QLD,,,Australia,,-27.4994029,152.9729507,https://www.openstreetmap.org/way/1254252545,Optical / optician listing,false,,,Unclassified,Low,Insufficient official venue or street evidence,,,,,Unknown,https://www.openstreetmap.org/way/1254252545,2026-09-01T07:48:20.085579Z
Independent / Other optical,independent-other-optical-osm-au-node-3616959074,,Christensen Harbison,Mapped,Australia,QLD,,,Australia,,-24.8667,152.3488694,https://www.openstreetmap.org/node/3616959074,Optical / optician listing,false,,,Unclassified,Low,Insufficient official venue or street evidence,,,,,Unknown,https://www.openstreetmap.org/node/3616959074,2026-09-01T07:48:20.085579Z
Independent / Other optical,independent-other-optical-osm-au-node-3641965394,,Clear Optometry,Mapped,Australia,QLD,,,Australia,,-24.8147707,152.463415,https://www.openstreetmap.org/node/3641965394,Optical / optician listing,false,,,Unclassified,Low,Insufficient official venue or street evidence,,,,,Unknown,https://www.openstreetmap.org/node/3641965394,2026-09-01T07:48:20.085579Z
Independent / Other optical,independent-other-optical-osm-au-node-615108303,,Emphasis on Eyecare,Mapped,Australia,QLD,,,Australia,,-27.3718924,152.8864782,https://www.openstreetmap.org/node/615108303,Optical / optician listing,false,,,Unclassified,Low,Insufficient official venue or street evidence,,,,,Unknown,https://www.openstreetmap.org/node/615108303,2026-09-01T07:48:20.085579Z
Independent / Other optical,independent-other-optical-osm-au-node-11267057796,,Envision Optical,Mapped,Australia,QLD,,,Australia,+61 7 5593 7844,-28.1001233,153.4247078,https://envisionoptical.com.au,Optical / optician listing,false,,,Unclassified,Low,Insufficient official venue or street evidence,,,,,Unknown,https://www.openstreetmap.org/node/11267057796,2026-09-01T07:48:20.085579Z
Independent / Other optical,independent-other-optical-osm-au-node-11984932693,,Eye Love,Mapped,Australia,QLD,,,Australia,,-16.8765092,145.7537766,https://www.openstreetmap.org/node/11984932693,Optical / optician listing,false,,,Unclassified,Low,Insufficient official venue or street evidence,,,,,Unknown,https://www.openstreetmap.org/node/11984932693,2026-09-01T07:48:20.085579Z
Independent / Other optical,independent-other-optical-osm-au-node-4845383785,,Eye to Eye,Mapped,Australia,QLD,,,Australia,,-27.2407089,153.0146216,https://www.openstreetmap.org/node/4845383785,Optical / optician listing,false,,,Unclassified,Low,Insufficient official venue or street evidence,,,,,Unknown,https://www.openstreetmap.org/node/4845383785,2026-09-01T07:48:20.085579Z
Independent / Other optical,independent-other-optical-osm-au-node-2812592887,,Eyecare Eyewear,Mapped,Australia,QLD,,,Australia,,-27.1812905,151.2674278,https://www.openstreetmap.org/node/2812592887,Optical / optician listing,false,,,Unclassified,Low,Insufficient official venue or street evidence,,,,,Unknown,https://www.openstreetmap.org/node/2812592887,2026-09-01T07:48:20.085579Z
Independent / Other optical,independent-other-optical-osm-au-node-4435526091,,EyecarePlus,Mapped,Australia,QLD,,,Australia,,-20.2772966,148.7006022,https://www.openstreetmap.org/node/4435526091,Optical / optician listing,false,,,Unclassified,Low,Insufficient official venue or street evidence,,,,,Unknown,https://www.openstreetmap.org/node/4435526091,2026-09-01T07:48:20.085579Z
Independent / Other optical,independent-other-optical-osm-au-node-735998260,,Eyes On U Optical,Mapped,Australia,QLD,,,Australia,,-27.8518285,153.3005885,https://www.openstreetmap.org/node/735998260,Optical / optician listing,false,,,Unclassified,Low,Insufficient official venue or street evidence,,,,,Unknown,https://www.openstreetmap.org/node/735998260,2026-09-01T07:48:20.085579Z
Independent / Other optical,independent-other-optical-osm-au-way-1347944904,,For Eyes Only,Mapped,Australia,QLD,,,Australia,,-27.4776022,153.0118667,https://www.openstreetmap.org/way/1347944904,Optical / optician listing,false,,,Unclassified,Low,Insufficient official venue or street evidence,,,,,Unknown,https://www.openstreetmap.org/way/1347944904,2026-09-01T07:48:20.085579Z
Independent / Other optical,independent-other-optical-osm-au-node-4845383813,,George & Matilda Eyecare,Mapped,Australia,QLD,,,Australia,,-27.241537,153.0174839,https://www.openstreetmap.org/node/4845383813,Optical / optician listing,false,,,Unclassified,Low,Insufficient official venue or street evidence,,,,,Unknown,https://www.openstreetmap.org/node/4845383813,2026-09-01T07:48:20.085579Z
Independent / Other optical,independent-other-optical-osm-au-node-5589514647,,Greg Bowyer Eyeware,Mapped,Australia,QLD,,,Australia,,-27.5065365,152.9392126,https://www.openstreetmap.org/node/5589514647,Optical / optician listing,false,,,Unclassified,Low,Insufficient official venue or street evidence,,,,,Unknown,https://www.openstreetmap.org/node/5589514647,2026-09-01T07:48:20.085579Z
Independent / Other optical,independent-other-optical-osm-au-way-889998872,,Hammond Optometry,Mapped,Australia,QLD,,,Australia,,-26.6260426,152.9604114,https://www.openstreetmap.org/way/889998872,Optical / optician listing,false,,,Unclassified,Low,Insufficient official venue or street evidence,,,,,Unknown,https://www.openstreetmap.org/way/889998872,2026-09-01T07:48:20.085579Z
Independent / Other optical,independent-other-optical-osm-au-node-12319824788,,Image Eyewear,Mapped,Australia,QLD,,,Australia,,-27.5165998,153.0169499,https://www.openstreetmap.org/node/12319824788,Optical / optician listing,false,,,Unclassified,Low,Insufficient official venue or street evidence,,,,,Unknown,https://www.openstreetmap.org/node/12319824788,2026-09-01T07:48:20.085579Z
Independent / Other optical,independent-other-optical-osm-au-node-5631549727,,Knights & Associates Eyecare,Mapped,Australia,QLD,,,Australia,,-27.7185248,153.2028958,https://www.openstreetmap.org/node/5631549727,Optical / optician listing,false,,,Unclassified,Low,Insufficient official venue or street evidence,,,,,Unknown,https://www.openstreetmap.org/node/5631549727,2026-09-01T07:48:20.085579Z
Independent / Other optical,independent-other-optical-osm-au-node-10104842037,,Laubman & Pank,Mapped,Australia,QLD,,,Australia,,-27.5246861,153.1912362,https://www.openstreetmap.org/node/10104842037,Optical / optician listing,false,,,Unclassified,Low,Insufficient official venue or street evidence,,,,,Unknown,https://www.openstreetmap.org/node/10104842037,2026-09-01T07:48:20.085579Z
Independent / Other optical,independent-other-optical-osm-au-way-1254545304,,Laubman & Pank,Mapped,Australia,QLD,,,Australia,,-27.4993334,152.9726376,https://www.openstreetmap.org/way/1254545304,Optical / optician listing,false,,,Unclassified,Low,Insufficient official venue or street evidence,,,,,Unknown,https://www.openstreetmap.org/way/1254545304,2026-09-01T07:48:20.085579Z
Independent / Other optical,independent-other-optical-osm-au-node-7634594301,,Laubman and Pank,Mapped,Australia,QLD,,,Australia,,-27.1034723,152.9499623,https://www.openstreetmap.org/node/7634594301,Optical / optician listing,false,,,Unclassified,Low,Insufficient official venue or street evidence,,,,,Unknown,https://www.openstreetmap.org/node/7634594301,2026-09-01T07:48:20.085579Z
Independent / Other optical,independent-other-optical-osm-au-node-7092641917,,Lense Pro Optometrists,Mapped,Australia,QLD,,,Australia,,-27.5233789,153.1947463,https://www.openstreetmap.org/node/7092641917,Optical / optician listing,false,,,Unclassified,Low,Insufficient official venue or street evidence,,,,,Unknown,https://www.openstreetmap.org/node/7092641917,2026-09-01T07:48:20.085579Z
Independent / Other optical,independent-other-optical-osm-au-node-8969261058,,Morayfield Eyewear,Mapped,Australia,QLD,,,Australia,,-27.0938237,152.9512255,https://www.openstreetmap.org/node/8969261058,Optical / optician listing,false,,,Unclassified,Low,Insufficient official venue or street evidence,,,,,Unknown,https://www.openstreetmap.org/node/8969261058,2026-09-01T07:48:20.085579Z
Independent / Other optical,independent-other-optical-osm-au-node-12310587681,,My2020,Mapped,Australia,QLD,,,Australia,,-27.524313,153.0122943,https://www.openstreetmap.org/node/12310587681,Optical / optician listing,false,,,Unclassified,Low,Insufficient official venue or street evidence,,,,,Unknown,https://www.openstreetmap.org/node/12310587681,2026-09-01T07:48:20.085579Z
Independent / Other optical,independent-other-optical-osm-au-node-10698432114,,Optical Superstore,Mapped,Australia,QLD,,,Australia,,-27.1942502,153.028975,https://www.openstreetmap.org/node/10698432114,Optical / optician listing,false,,,Unclassified,Low,Insufficient official venue or street evidence,,,,,Unknown,https://www.openstreetmap.org/node/10698432114,2026-09-01T07:48:20.085579Z
Independent / Other optical,independent-other-optical-osm-au-node-3612643660,,Outlook,Mapped,Australia,QLD,,,Australia,,-24.8670186,152.3494223,https://www.openstreetmap.org/node/3612643660,Optical / optician listing,false,,,Unclassified,Low,Insufficient official venue or street evidence,,,,,Unknown,https://www.openstreetmap.org/node/3612643660,2026-09-01T07:48:20.085579Z
Independent / Other optical,independent-other-optical-osm-au-node-3808231195,,Queensland Eye Specialists,Mapped,Australia,QLD,,,Australia,,-24.8770067,152.3598261,https://www.openstreetmap.org/node/3808231195,Optical / optician listing,false,,,Unclassified,Low,Insufficient official venue or street evidence,,,,,Unknown,https://www.openstreetmap.org/node/3808231195,2026-09-01T07:48:20.085579Z
Independent / Other optical,independent-other-optical-osm-au-node-12254014860,,Sunny Line,Mapped,Australia,QLD,,,Australia,,-27.6081169,152.7582933,https://www.openstreetmap.org/node/12254014860,Optical / optician listing,false,,,Unclassified,Low,Insufficient official venue or street evidence,,,,,Unknown,https://www.openstreetmap.org/node/12254014860,2026-09-01T07:48:20.085579Z
Independent / Other optical,independent-other-optical-osm-au-node-9789479039,,Taylor Eyeware,Mapped,Australia,QLD,,,Australia,,-27.7177721,153.2075336,https://www.openstreetmap.org/node/9789479039,Optical / optician listing,false,,,Unclassified,Low,Insufficient official venue or street evidence,,,,,Unknown,https://www.openstreetmap.org/node/9789479039,2026-09-01T07:48:20.085579Z
Independent / Other optical,independent-other-optical-osm-au-node-10272461271,,Torga Optical,Mapped,Australia,QLD,,,Australia,,-27.2421027,153.018153,https://www.openstreetmap.org/node/10272461271,Optical / optician listing,false,,,Unclassified,Low,Insufficient official venue or street evidence,,,,,Unknown,https://www.openstreetmap.org/node/10272461271,2026-09-01T07:48:20.085579Z
Independent / Other optical,independent-other-optical-osm-au-node-9787115074,,Vision Precinct,Mapped,Australia,QLD,,,Australia,,-27.8134596,153.2930614,https://www.openstreetmap.org/node/9787115074,Optical / optician listing,false,,,Unclassified,Low,Insufficient official venue or street evidence,,,,,Unknown,https://www.openstreetmap.org/node/9787115074,2026-09-01T07:48:20.085579Z
Independent / Other optical,independent-other-optical-osm-au-way-1241866996,,icontact,Mapped,Australia,QLD,,,Australia,,-27.4993549,152.9726807,https://www.openstreetmap.org/way/1241866996,Optical / optician listing,false,,,Unclassified,Low,Insufficient official venue or street evidence,,,,,Unknown,https://www.openstreetmap.org/way/1241866996,2026-09-01T07:48:20.085579Z
George & Matilda,george-matilda-436,,George & Matilda Eyecare for Aspley Optical,Active,Australia,QLD,Aspley,4034,"679 Robinson Rd West, Aspley, QLD, 4034, Australia",(07) 3263 4463,-27.3638,153.0157913,https://georgeandmatilda.com.au/stores/optometrist-aspley-qld/,,false,,,Unclassified,Low,Insufficient official venue or street evidence,,,,,Unknown,https://georgeandmatilda.com.au/find-a-store/,2026-09-02T12:40:25.820359+00:00
Specsavers,specsavers-3527,,Brisbane - Creek Street,Active,Australia,QLD,Brisbane,4000,"Shop 4, 307 Queen Street, Brisbane, QLD, 4000",(07) 3117 2700,-27.467556,153.02873,https://www.specsavers.com.au/stores/brisbanecbdeast,Optometry; Audiology,true,,,Shopping Centre,Medium,Official address uses a shop/level format; venue name requires review,,,,,Unknown,https://www.specsavers.com.au/stores/brisbanecbdeast,2026-09-01T23:21:29.969Z
OPSM,opsm-7059,,OPSM Kawana Waters,Active,Australia,QLD,Buddina,4575,"119 Point Cartwright Dr, Buddina, QLD, 4575",(07) 5478 1864,-26.70449,153.12945,https://www.opsm.com.au/en/opsm-au/find-store,,false,,,Unclassified,Low,Insufficient official venue or street evidence,,,,,Unknown,https://www.opsm.com.au/en/opsm-au/find-store,2026-09-01T07:42:23+00:00
OPSM,opsm-1237,,OPSM Smithfield,Active,Australia,QLD,Cairns,4878,"Captain Cook Hwy & Kennedy Hwy, Cairns, QLD, 4878",(07) 4038 2555,-16.83688,145.69179,https://www.opsm.com.au/en/opsm-au/find-store,,false,,,Main Street / Street-front,Low,Official address contains street evidence but needs review,,,,,Unknown,https://www.opsm.com.au/en/opsm-au/find-store,2026-09-01T07:42:23+00:00
Oscar Wylee,oscar-wylee-129,,Cairns Central,Active,Australia,QLD,Cairns City,4870,"Shop L01 106, Cairns Central, 1-21 McLeod Street, Cairns City QLD 4870",(07) 4000 8202,-16.924862209443,145.77167379734,https://www.oscarwylee.com.au/locations/locations/optometrist-cairns.html,"Comprehensive eye tests, Prescription glasses, Sunglasses",false,,,Shopping Centre,Medium,Official address uses a shop/level format; venue name requires review,,,,,Unknown,https://www.oscarwylee.com.au/locations/locations/optometrist-cairns.html,2026-09-01T07:43:15+00:00
OPSM,opsm-1264,,OPSM Cannon Hill,Active,Australia,QLD,Cannon Hill,4170,"Wynnum Rd, Cannon Hill, QLD, 4170",(07) 3899 3255,-27.47144,153.09844,https://www.opsm.com.au/en/opsm-au/find-store,Collect & Return,false,,,Main Street / Street-front,Low,Official address contains street evidence but needs review,,,,,Unknown,https://www.opsm.com.au/en/opsm-au/find-store,2026-09-01T07:42:23+00:00
OPSM,opsm-2974,,OPSM Coomera,Active,Australia,QLD,Coomera,4209,"Foxwell Rd, Coomera, QLD, 4209",(07) 5613 0298,-27.85372,153.31484,https://www.opsm.com.au/en/opsm-au/find-store,"Kids Vision Centre, Collect & Return",false,,,Main Street / Street-front,Low,Official address contains street evidence but needs review,,,,,Unknown,https://www.opsm.com.au/en/opsm-au/find-store,2026-09-01T07:42:23+00:00
