store_id,retailer,country,state,store_name,place_id,place_name,location_setting,mapping_confidence,evidence_basis,evidence_url,verified_at,previous_venue_id,review_status,usable_for_network
opsm-1436,OPSM,Australia,QLD,OPSM Strathpine,place-au-qld-strathpine-centre,Strathpine Centre,Shopping Centre,High,Canonicalised from the store's named retail-place evidence,https://www.opsm.com.au/en/opsm-au/find-store,2026-09-01,qld-strathpine,Accepted,true
oscar-wylee-35,Oscar Wylee,Australia,QLD,Strathpine Centre,place-au-qld-strathpine-centre,Strathpine Centre,Shopping Centre,High,Canonicalised from the store's named retail-place evidence,https://www.oscarwylee.com.au/locations/locations/optometrist-strathpine.html,2026-09-01,qld-strathpine,Accepted,true
specsavers-3389,Specsavers,Australia,QLD,Strathpine Centre,place-au-qld-strathpine-centre,Strathpine Centre,Shopping Centre,High,Canonicalised from the store's named retail-place evidence,https://www.specsavers.com.au/stores/strathpine,2026-09-01,qld-strathpine,Accepted,true
opsm-1268,OPSM,Australia,QLD,OPSM Sunnybank,place-au-qld-sunnybank-plaza,Sunnybank Plaza,Shopping Centre,Medium,Store and centre names overlap and coordinates are within 125 m,https://www.opsm.com.au/en/opsm-au/find-store,2026-09-01,,Accepted,true
specsavers-3479,Specsavers,Australia,QLD,Sunnybank Plaza,place-au-qld-sunnybank-plaza,Sunnybank Plaza,Shopping Centre,High,Canonicalised from the store's named retail-place evidence,https://www.specsavers.com.au/stores/sunnybank,2026-09-01,qld-plaza-sunnybank,Accepted,true
specsavers-3518,Specsavers,Australia,QLD,Taigum Square,place-au-qld-taigum-square,Taigum Square,Shopping Centre,High,Canonicalised from the store's named retail-place evidence,https://www.specsavers.com.au/stores/taigum,2026-09-01,qld-square-taigum,Accepted,true
opsm-1387,OPSM,Australia,QLD,OPSM The Gap,corridor-au-qld-the-gap-waterworks-road,Waterworks Road,High Street,Medium,Numbered street address without a corroborated centre match,https://www.opsm.com.au/en/opsm-au/find-store,2026-09-01,,Accepted,true
specsavers-3476,Specsavers,Australia,QLD,Townsville Willows S/C,place-au-qld-townsville-willows-shopping-centre,Willows Shopping Centre,Shopping Centre,High,Canonicalised from the store's named retail-place evidence,https://www.specsavers.com.au/stores/townsvillewillows,2026-09-01,qld-townsville-willows,Accepted,true
opsm-1565,OPSM,Australia,QLD,OPSM Toowong,place-au-qld-toowong-village,Toowong Village,Shopping Centre,Medium,Store and centre names overlap and coordinates are within 125 m,https://www.opsm.com.au/en/opsm-au/find-store,2026-09-01,,Accepted,true
specsavers-3566,Specsavers,Australia,QLD,Toowong,place-au-qld-toowong-village,Toowong Village,Shopping Centre,High,Canonicalised from the store's named retail-place evidence,https://www.specsavers.com.au/stores/toowong,2026-09-01,qld-toowong-village,Accepted,true
bailey-nelson-toowoomba,Bailey Nelson,Australia,QLD,Bailey Nelson Toowoomba,place-au-qld-toowoomba-grand-central-shopping-centre,Toowoomba Grand Central Shopping Centre,Shopping Centre,Medium,Store and centre names overlap and coordinates are within 125 m,https://baileynelson.com.au/pages/optometrist-toowoomba,2026-09-01,,Accepted,true
opsm-1339,OPSM,Australia,QLD,OPSM Clifford Gardens,corridor-au-qld-toowoomba-james-street,James Street,High Street,Medium,Numbered street address without a corroborated centre match,https://www.opsm.com.au/en/opsm-au/find-store,2026-09-01,,Accepted,true
opsm-1062,OPSM,Australia,QLD,OPSM Toowoomba,place-au-qld-toowoomba-grand-central-shopping-centre,Toowoomba Grand Central Shopping Centre,Shopping Centre,Medium,Store and centre names overlap and coordinates are within 125 m,https://www.opsm.com.au/en/opsm-au/find-store,2026-09-01,,Accepted,true
specsavers-3416,Specsavers,Australia,QLD,Toowoomba Grand Central S/C,place-au-qld-toowoomba-grand-central-shopping-centre,Toowoomba Grand Central Shopping Centre,Shopping Centre,High,Canonicalised from the store's named retail-place evidence,https://www.specsavers.com.au/stores/toowoombagrand,2026-09-01,qld-central-grand-toowoomba,Accepted,true
oscar-wylee-63,Oscar Wylee,Australia,QLD,Grand Central Toowoomba,place-au-qld-toowoomba-grand-central-shopping-centre,Toowoomba Grand Central Shopping Centre,Shopping Centre,High,Canonicalised from the store's named retail-place evidence,https://www.oscarwylee.com.au/locations/locations/optometrist-toowoomba.html,2026-09-01,qld-4350-central-city-grand-margaret-qld-st-toowoomba,Accepted,true
opsm-1169,OPSM,Australia,QLD,OPSM Castletown,corridor-au-qld-townsville-kings-road,Kings Road,High Street,Medium,Numbered street address without a corroborated centre match,https://www.opsm.com.au/en/opsm-au/find-store,2026-09-01,,Accepted,true
bailey-nelson-mt-gravatt,Bailey Nelson,Australia,QLD,Bailey Nelson Mt Gravatt - NEW LOCATION,corridor-au-qld-upper-mount-gravatt-kessels-road,Kessels Road,High Street,Medium,Numbered street address without a corroborated centre match,https://baileynelson.com.au/pages/optometrist-mt-gravatt,2026-09-01,,Accepted,true
opsm-1262,OPSM,Australia,QLD,OPSM Mt Gravatt Westfield,place-au-qld-mt-gravatt-westfield,Mt Gravatt Westfield,Shopping Centre,High,Canonicalised from the store's named retail-place evidence,https://www.opsm.com.au/en/opsm-au/find-store,2026-09-01,qld-gravatt-mt-westfield,Accepted,true
oscar-wylee-9,Oscar Wylee,Australia,QLD,Westfield Mt Gravatt,place-au-qld-mt-gravatt-westfield,Mt Gravatt Westfield,Shopping Centre,High,Canonicalised from the store's named retail-place evidence,https://www.oscarwylee.com.au/locations/locations/optometrist-mt-gravatt.html,2026-09-01,qld-gravatt-mt-westfield,Accepted,true
specsavers-3248,Specsavers,Australia,QLD,Upper Mt Gravatt Westfield,place-au-qld-mt-gravatt-westfield,Mt Gravatt Westfield,Shopping Centre,High,Canonicalised from the store's named retail-place evidence,https://www.specsavers.com.au/stores/uppermtgravatt,2026-09-01,qld-gravatt-mt-upper-westfield,Accepted,true
specsavers-3342,Specsavers,Australia,QLD,Hervey Bay Central,place-au-qld-stocklands-hervey-bay,Stockland Hervey Bay,Shopping Centre,High,Canonicalised from the store's named retail-place evidence,https://www.specsavers.com.au/stores/herveybaycentral,2026-09-01,qld-bay-hervey-stockland,Accepted,true
opsm-1552,OPSM,Australia,QLD,OPSM Victoria Point,place-au-qld-victoria-point-shopping-centre,Victoria Point Shopping Centre,Shopping Centre,Medium,Store and centre names overlap and coordinates are within 125 m,https://www.opsm.com.au/en/opsm-au/find-store,2026-09-01,,Accepted,true
specsavers-3445,Specsavers,Australia,QLD,Victoria Point S/C,place-au-qld-victoria-point-shopping-centre,Victoria Point Shopping Centre,Shopping Centre,High,Canonicalised from the store's named retail-place evidence,https://www.specsavers.com.au/stores/victoriapoint,2026-09-01,qld-point-victoria,Accepted,true
specsavers-3626,Specsavers,Australia,QLD,Warwick Rose City,place-au-qld-rose-city-shoppingworld,Rose City Shoppingworld,Shopping Centre,High,Canonicalised from the store's named retail-place evidence,https://www.specsavers.com.au/stores/warwickrosecity,2026-09-01,qld-city-rose,Accepted,true
specsavers-3506,Specsavers,Australia,QLD,Gladstone Centre Plaza,place-au-qld-gladstone-centre-plaza,Gladstone Centre Plaza,Shopping Centre,High,Canonicalised from the store's named retail-place evidence,https://www.specsavers.com.au/stores/gladstone,2026-09-01,qld-gladstone-plaza,Accepted,true
specsavers-3442,Specsavers,Australia,QLD,Wynnum Plaza,place-au-qld-wynnum-plaza,Wynnum Plaza,Shopping Centre,High,Canonicalised from the store's named retail-place evidence,https://www.specsavers.com.au/stores/wynnumwest,2026-09-01,qld-plaza-wynnum,Accepted,true
specsavers-3664,Specsavers,Australia,QLD,Yamanto,place-au-qld-yamanto-central,Yamanto Central,Shopping Centre,High,Official address explicitly names Yamanto Central,https://www.specsavers.com.au/stores/yamanto,2026-09-02,,Accepted,true
opsm-2957,OPSM,Australia,QLD,OPSM Bay Plaza Yeppoon,place-au-qld-bay-plaza-yeppoon,Bay Plaza Yeppoon,Shopping Centre,High,Canonicalised from the store's named retail-place evidence,https://www.opsm.com.au/en/opsm-au/find-store,2026-09-01,qld-bay-plaza-yeppoon,Accepted,true
independent-other-optical-osm-au-node-13067885816,Independent / Other optical,Australia,SA,Aryoo Eyewear,,,Uncertain,Uncertain,Location setting needs consultant review,https://www.aryooeyewear.com.au/,2026-09-01,,Needs review,false
independent-other-optical-osm-au-node-13315387402,Independent / Other optical,Australia,SA,Eyemedics,corridor-au-sa-sa-main-south-road,Main South Road,High Street,Medium,Numbered street address without a corroborated centre match,https://eyemedics.com.au/,2026-09-01,,Accepted,false
independent-other-optical-osm-au-node-2402171927,Independent / Other optical,Australia,SA,Ken Chenery,,,Uncertain,Uncertain,Location setting needs consultant review,https://www.openstreetmap.org/node/2402171927,2026-09-01,,Needs review,false
independent-other-optical-osm-au-node-5977220533,Independent / Other optical,Australia,SA,National Pharmacies Optical,,,Uncertain,Uncertain,Location setting needs consultant review,https://www.openstreetmap.org/node/5977220533,2026-09-01,,Needs review,false
independent-other-optical-osm-au-node-8783937933,Independent / Other optical,Australia,SA,National Pharmacies Optical,,,Uncertain,Uncertain,Location setting needs consultant review,https://www.openstreetmap.org/node/8783937933,2026-09-01,,Needs review,false
independent-other-optical-osm-au-node-6389827386,Independent / Other optical,Australia,SA,Opt Shop,place-au-sa-rundle-mall,Rundle Mall,High Street,High,Canonicalised from the store's named retail-place evidence,https://www.openstreetmap.org/node/6389827386,2026-09-01,sa-rundle,Accepted,false
independent-other-optical-osm-au-node-11103983492,Independent / Other optical,Australia,SA,Optical Superstore,,,Uncertain,Uncertain,Location setting needs consultant review,https://opticalsuperstore.com.au/,2026-09-01,,Needs review,false
independent-other-optical-osm-au-node-13174858453,Independent / Other optical,Australia,SA,Optical Superstore,,,Uncertain,Uncertain,Location setting needs consultant review,https://www.openstreetmap.org/node/13174858453,2026-09-01,,Needs review,false
independent-other-optical-osm-au-node-13189720700,Independent / Other optical,Australia,SA,Optical Superstore,,,Uncertain,Uncertain,Location setting needs consultant review,https://opticalsuperstore.com.au/,2026-09-01,,Needs review,false
independent-other-optical-osm-au-node-13253287112,Independent / Other optical,Australia,SA,Optical Superstore,,,Uncertain,Uncertain,Location setting needs consultant review,https://www.openstreetmap.org/node/13253287112,2026-09-01,,Needs review,false
independent-other-optical-osm-au-node-4744133082,Independent / Other optical,Australia,SA,Port Adelaide Eyewear,,,Uncertain,Uncertain,Location setting needs consultant review,https://www.openstreetmap.org/node/4744133082,2026-09-01,,Needs review,false
independent-other-optical-osm-au-way-320606401,Independent / Other optical,Australia,SA,Riverland Optical,corridor-au-sa-sa-east-terrace,East Terrace,High Street,Medium,Numbered street address without a corroborated centre match,https://www.openstreetmap.org/way/320606401,2026-09-01,,Accepted,false
independent-other-optical-osm-au-node-4837914521,Independent / Other optical,Australia,SA,The Optical Superstore,,,Uncertain,Uncertain,Location setting needs consultant review,https://www.openstreetmap.org/node/4837914521,2026-09-01,,Needs review,false
independent-other-optical-osm-au-node-7571950286,Independent / Other optical,Australia,SA,Thomas & Mackay,corridor-au-sa-sa-the-parade,The Parade,High Street,Medium,Numbered street address without a corroborated centre match,https://www.openstreetmap.org/node/7571950286,2026-09-01,,Accepted,false
independent-other-optical-osm-au-node-4671719161,Independent / Other optical,Australia,SA,Thomas & Mackay Optometrists,,,Uncertain,Uncertain,Location setting needs consultant review,https://www.openstreetmap.org/node/4671719161,2026-09-01,,Needs review,false
opsm-2961,OPSM,Australia,SA,Vision Hub Aberfoyle Park by OPSM,place-au-sa-the-hub-shopping-centre,The Hub Shopping Centre,Shopping Centre,Medium,Official shop address matches the optical tenancy at The Hub in Aberfoyle Park,https://www.opsm.com.au/en/opsm-au/find-store,2026-09-02,,Accepted,true
bailey-nelson-adelaide-arcade,Bailey Nelson,Australia,SA,Bailey Nelson Adelaide Arcade,place-au-sa-adelaide-arcade,Adelaide Arcade,Shopping Centre,High,Canonicalised from the store's named retail-place evidence,https://baileynelson.com.au/pages/optometrist-adelaide-arcade,2026-09-01,sa-adelaide-arcade,Accepted,true
opsm-1376,OPSM,Australia,SA,OPSM Adelaide Rundle Mall,place-au-sa-rundle-mall,Rundle Mall,High Street,High,Canonicalised from the store's named retail-place evidence,https://www.opsm.com.au/en/opsm-au/find-store,2026-09-01,sa-adelaide-rundle,Accepted,true
opsm-1050,OPSM,Australia,SA,OPSM Bagot House,corridor-au-sa-adelaide-north-terrace,North Terrace,High Street,Medium,Numbered street address without a corroborated centre match,https://www.opsm.com.au/en/opsm-au/find-store,2026-09-01,,Accepted,true
specsavers-3208,Specsavers,Australia,SA,Adelaide - Rundle Mall,place-au-sa-rundle-mall,Rundle Mall,High Street,High,Canonicalised from the store's named retail-place evidence,https://www.specsavers.com.au/stores/rundlemall,2026-09-01,sa-rundle,Accepted,true
opsm-1579,OPSM,Australia,SA,OPSM Berri,corridor-au-sa-berri-denny-street,Denny Street,High Street,Medium,Numbered street address without a corroborated centre match,https://www.opsm.com.au/en/opsm-au/find-store,2026-09-01,,Accepted,true
specsavers-3217,Specsavers,Australia,SA,Berri Riverland Central Plaza,place-au-sa-berri-riverland-central-plaza,Berri Riverland Central Plaza,Shopping Centre,High,Canonicalised from the store's named retail-place evidence,https://www.specsavers.com.au/stores/berri,2026-09-01,sa-berri-central-plaza-riverland,Accepted,true
specsavers-3269,Specsavers,Australia,SA,Clare,corridor-au-sa-clare-main-north-road,Main North Road,High Street,Medium,Numbered street address without a corroborated centre match,https://www.specsavers.com.au/stores/clare,2026-09-01,,Accepted,true
opsm-1572,OPSM,Australia,SA,OPSM Edwardstown,place-au-sa-edwardstown-castle-plaza-shopping-centre,Castle Plaza,Shopping Centre,Medium,Store and centre names overlap and coordinates are within 125 m,https://www.opsm.com.au/en/opsm-au/find-store,2026-09-01,,Accepted,true
specsavers-3369,Specsavers,Australia,SA,Edwardstown Castle Plaza S/C,place-au-sa-edwardstown-castle-plaza-shopping-centre,Castle Plaza,Shopping Centre,High,Canonicalised from the store's named retail-place evidence,https://www.specsavers.com.au/stores/edwardstown,2026-09-01,sa-castle-edwardstown-plaza,Accepted,true
opsm-1155,OPSM,Australia,SA,OPSM Elizabeth,place-au-sa-elizabeth-shopping-centre,Elizabeth City Centre,Shopping Centre,Medium,Store and centre names overlap and coordinates are within 125 m,https://www.opsm.com.au/en/opsm-au/find-store,2026-09-01,,Accepted,true
oscar-wylee-113,Oscar Wylee,Australia,SA,Elizabeth City Centre,place-au-sa-elizabeth-city-centre,Elizabeth City Centre,Shopping Centre,High,Canonicalised from the store's named retail-place evidence,https://www.oscarwylee.com.au/locations/locations/optometrist-elizabeth.html,2026-09-01,sa-city-elizabeth,Accepted,true
specsavers-3351,Specsavers,Australia,SA,Elizabeth S/C,place-au-sa-elizabeth-shopping-centre,Elizabeth City Centre,Shopping Centre,High,Canonicalised from the store's named retail-place evidence,https://www.specsavers.com.au/stores/elizabeth,2026-09-01,sa-elizabeth,Accepted,true
opsm-1422,OPSM,Australia,SA,OPSM Firle 2,corridor-au-sa-firle-glynburn-road,Glynburn Road,High Street,Medium,Numbered street address without a corroborated centre match,https://www.opsm.com.au/en/opsm-au/find-store,2026-09-01,,Accepted,true
opsm-1251,OPSM,Australia,SA,OPSM Gawler,corridor-au-sa-gawler-murray-street,Murray Street,High Street,Medium,Numbered street address without a corroborated centre match,https://www.opsm.com.au/en/opsm-au/find-store,2026-09-01,,Accepted,true
specsavers-3616,Specsavers,Australia,SA,Gawler,corridor-au-sa-gawler-murray-street,Murray Street,High Street,Medium,Numbered street address without a corroborated centre match,https://www.specsavers.com.au/stores/gawler,2026-09-01,,Accepted,true
opsm-1211,OPSM,Australia,SA,OPSM Glenelg,corridor-au-sa-glenelg-jetty-road,Jetty Road,High Street,Medium,Numbered street address without a corroborated centre match,https://www.opsm.com.au/en/opsm-au/find-store,2026-09-01,,Accepted,true
opsm-1011,OPSM,Australia,SA,OPSM Burnside,corridor-au-sa-glenside-portrush-road,Portrush Road,High Street,Medium,Numbered street address without a corroborated centre match,https://www.opsm.com.au/en/opsm-au/find-store,2026-09-01,,Accepted,true
opsm-1468,OPSM,Australia,SA,OPSM Golden Grove,place-au-sa-the-grove-shopping-centre,The Grove Shopping Centre,Shopping Centre,Medium,Store and centre names overlap and coordinates are within 125 m,https://www.opsm.com.au/en/opsm-au/find-store,2026-09-01,,Accepted,true
specsavers-3662,Specsavers,Australia,SA,The Grove Shopping Centre,place-au-sa-the-grove-shopping-centre,The Grove Shopping Centre,Shopping Centre,High,Canonicalised from the store's named retail-place evidence,https://www.specsavers.com.au/stores/goldengrove,2026-09-01,sa-grove-the,Accepted,true
specsavers-3514,Specsavers,Australia,SA,Ingle Farm Plaza,place-au-sa-ingle-farm-plaza,Ingle Farm Plaza,Shopping Centre,High,Canonicalised from the store's named retail-place evidence,https://www.specsavers.com.au/stores/inglefarm,2026-09-01,sa-farm-ingle-plaza,Accepted,true
independent-other-optical-osm-au-node-8019782385,Independent / Other optical,Australia,SA,JM Optical,corridor-au-sa-jamestown-ayr-street,Ayr Street,High Street,Medium,Numbered street address without a corroborated centre match,https://www.openstreetmap.org/node/8019782385,2026-09-01,,Accepted,true
specsavers-3273,Specsavers,Australia,SA,Kadina,corridor-au-sa-kadina-hallett-street,Hallett Street,High Street,Medium,Numbered street address without a corroborated centre match,https://www.specsavers.com.au/stores/kadina,2026-09-01,,Accepted,true
opsm-1648,OPSM,Australia,SA,OPSM Arndale,corridor-au-sa-kilkenny-torrens-road,Torrens Road,High Street,Medium,Numbered street address without a corroborated centre match,https://www.opsm.com.au/en/opsm-au/find-store,2026-09-01,,Accepted,true
specsavers-3524,Specsavers,Australia,SA,Kilkenny,place-au-sa-arndale-central,Arndale Central,Shopping Centre,High,Official address explicitly names Arndale Central,https://www.specsavers.com.au/stores/kilkenny,2026-09-02,,Accepted,true
specsavers-3244,Specsavers,Australia,SA,Marden S/C,place-au-sa-marden-shopping-centre,Marden Shopping Centre,Shopping Centre,High,Canonicalised from the store's named retail-place evidence,https://www.specsavers.com.au/stores/marden,2026-09-01,sa-marden,Accepted,true
opsm-1231,OPSM,Australia,SA,OPSM Tea Tree Plaza,place-au-sa-westfield-tea-tree-plaza,Westfield Tea Tree Plaza,Shopping Centre,High,Canonicalised from the store's named retail-place evidence,https://www.opsm.com.au/en/opsm-au/find-store,2026-09-01,sa-plaza-tea-tree,Accepted,true
oscar-wylee-39,Oscar Wylee,Australia,SA,Westfield Tea Tree Plaza,place-au-sa-westfield-tea-tree-plaza,Westfield Tea Tree Plaza,Shopping Centre,High,Canonicalised from the store's named retail-place evidence,https://www.oscarwylee.com.au/locations/locations/optometrist-tea-tree-plaza.html,2026-09-01,sa-plaza-tea-tree-westfield,Accepted,true
specsavers-3212,Specsavers,Australia,SA,Tea Tree Plaza,place-au-sa-westfield-tea-tree-plaza,Westfield Tea Tree Plaza,Shopping Centre,High,Canonicalised from the store's named retail-place evidence,https://www.specsavers.com.au/stores/teatreeplaza,2026-09-01,sa-plaza-tea-tree,Accepted,true
opsm-2934,OPSM,Australia,SA,OPSM Southgate Square,place-au-sa-southgate-square,Southgate Square,Shopping Centre,High,Canonicalised from the store's named retail-place evidence,https://www.opsm.com.au/en/opsm-au/find-store,2026-09-01,sa-southgate-square,Accepted,true
specsavers-3509,Specsavers,Australia,SA,Morphett Vale,place-au-sa-southgate-plaza,Southgate Plaza,Shopping Centre,High,Canonicalised from the store's named retail-place evidence,https://www.specsavers.com.au/stores/morphettvale,2026-09-01,sa-plaza-southgate,Accepted,true
opsm-1245,OPSM,Australia,SA,OPSM Mt Barker,corridor-au-sa-mount-barker-mclaren-street,Mclaren Street,High Street,Medium,Numbered street address without a corroborated centre match,https://www.opsm.com.au/en/opsm-au/find-store,2026-09-01,,Accepted,true
specsavers-3458,Specsavers,Australia,SA,Mt Barker Central,place-au-sa-mount-barker-central,Mount Barker Central,Shopping Centre,High,Official address explicitly names Mount Barker Central Shopping Centre,https://www.specsavers.com.au/stores/mtbarker,2026-09-02,,Accepted,true
opsm-1584,OPSM,Australia,SA,OPSM Mount Gambier,corridor-au-sa-mount-gambier-helen-street,Helen Street,High Street,Medium,Numbered street address without a corroborated centre match,https://www.opsm.com.au/en/opsm-au/find-store,2026-09-01,,Accepted,true
specsavers-3412,Specsavers,Australia,SA,Mt Gambier,corridor-au-sa-mount-gambier-commercial-street,Commercial Street,High Street,Medium,Best-judgement street-address classification; no centre evidence found,https://www.specsavers.com.au/stores/mtgambier,2026-09-01,,Accepted,true
specsavers-3594,Specsavers,Australia,SA,Murray Bridge,place-au-sa-murray-bridge-marketplace,Murray Bridge Marketplace,Shopping Centre,High,Canonicalised from the store's named retail-place evidence,https://www.specsavers.com.au/stores/murraybridge,2026-09-01,sa-bridge-marketplace-murray,Accepted,true
specsavers-3512,Specsavers,Australia,SA,Newton,corridor-au-sa-newton-gorge-road,Gorge Road,High Street,Medium,Numbered street address without a corroborated centre match,https://www.specsavers.com.au/stores/newton,2026-09-01,,Accepted,true
opsm-7071,OPSM,Australia,SA,OPSM Colonnades,corridor-au-sa-noarlunga-beach-road,Beach Road,High Street,Medium,Numbered street address without a corroborated centre match,https://www.opsm.com.au/en/opsm-au/find-store,2026-09-01,,Accepted,true
oscar-wylee-125,Oscar Wylee,Australia,SA,Colonnades,place-au-sa-colonnades-shopping-centre,Colonnades Shopping Centre,Shopping Centre,High,Canonicalised from the store's named retail-place evidence,https://www.oscarwylee.com.au/locations/locations/optometrist-colonnades.html,2026-09-01,sa-colonnades,Accepted,true
specsavers-3376,Specsavers,Australia,SA,Noarlunga Centre,place-au-sa-noarlunga-centre,Noarlunga Centre,Shopping Centre,High,Canonicalised from the store's named retail-place evidence,https://www.specsavers.com.au/stores/noarlunga,2026-09-01,sa-noarlunga,Accepted,true
independent-other-optical-osm-au-node-2415680869,Independent / Other optical,Australia,SA,Optometrists on O'Connell,corridor-au-sa-north-adelaide-o-connell-street,O'Connell Street,High Street,Medium,Numbered street address without a corroborated centre match,https://www.openstreetmap.org/node/2415680869,2026-09-01,,Accepted,true
opsm-1058,OPSM,Australia,SA,OPSM North Adelaide,corridor-au-sa-north-adelaide-o-connell-street,O'Connell Street,High Street,Medium,Numbered street address without a corroborated centre match,https://www.opsm.com.au/en/opsm-au/find-store,2026-09-01,,Accepted,true
bailey-nelson-norwood,Bailey Nelson,Australia,SA,Bailey Nelson Norwood,corridor-au-sa-norwood-the-parade,The Parade,High Street,Medium,Numbered street address without a corroborated centre match,https://baileynelson.com.au/pages/optometrist-norwood,2026-09-01,,Accepted,true
opsm-2989,OPSM,Australia,SA,OPSM Norwood,corridor-au-sa-norwood-the-parade,The Parade,High Street,Medium,Numbered street address without a corroborated centre match,https://www.opsm.com.au/en/opsm-au/find-store,2026-09-01,,Accepted,true
specsavers-3415,Specsavers,Australia,SA,Norwood Place,place-au-sa-norwood-place,Norwood Place,Shopping Centre,High,Official store name and address explicitly identify Norwood Place,https://www.specsavers.com.au/stores/norwood,2026-09-02,,Accepted,true
specsavers-3271,Specsavers,Australia,SA,Nuriootpa,place-au-sa-the-barossa-co-op-shopping-centre,The Barossa Co-Op Shopping Centre,Shopping Centre,High,Canonicalised from the store's named retail-place evidence,https://www.specsavers.com.au/stores/nuriootpa,2026-09-01,sa-barossa-co-op-the,Accepted,true
bailey-nelson-marion,Bailey Nelson,Australia,SA,Bailey Nelson Marion,place-au-sa-westfield-marion,Westfield Marion,Shopping Centre,Medium,Store and centre names overlap and coordinates are within 125 m,https://baileynelson.com.au/pages/optometrist-marion,2026-09-01,,Accepted,true
opsm-1254,OPSM,Australia,SA,OPSM Marion,place-au-sa-westfield-marion,Westfield Marion,Shopping Centre,Medium,Store and centre names overlap and coordinates are within 125 m,https://www.opsm.com.au/en/opsm-au/find-store,2026-09-01,,Accepted,true
oscar-wylee-38,Oscar Wylee,Australia,SA,Westfield Marion,place-au-sa-westfield-marion,Westfield Marion,Shopping Centre,High,Canonicalised from the store's named retail-place evidence,https://www.oscarwylee.com.au/locations/locations/optometrist-marion.html,2026-09-01,sa-marion-westfield,Accepted,true
specsavers-3521,Specsavers,Australia,SA,Marion East Westfield Lvl 2,place-au-sa-westfield-marion,Westfield Marion,Shopping Centre,High,Canonicalised from the store's named retail-place evidence,https://www.specsavers.com.au/stores/marioneast,2026-09-01,sa-east-marion-westfield,Accepted,true
specsavers-3209,Specsavers,Australia,SA,Marion West Westfield Lvl 2,place-au-sa-westfield-marion,Westfield Marion,Shopping Centre,High,Canonicalised from the store's named retail-place evidence,https://www.specsavers.com.au/stores/marion,2026-09-01,sa-marion-west-westfield,Accepted,true
opsm-2962,OPSM,Australia,SA,Vision Hub Pasadena by OPSM,place-au-sa-pasadena-green-shopping-centre,Pasadena Green Shopping Centre,Shopping Centre,High,Official store address matches the Pasadena Green tenancy at 20 Five Ash Drive,https://www.opsm.com.au/stores/sa/pasadena/vision-hub-pasadena-by-opsm/2962,2026-09-02,,Accepted,true
bailey-nelson-port-adelaide,Bailey Nelson,Australia,SA,Bailey Nelson Port Adelaide,corridor-au-sa-port-adelaide-commercial-road,Commercial Road,High Street,Medium,Numbered street address without a corroborated centre match,https://baileynelson.com.au/pages/optometrist-port-adelaide,2026-09-01,,Accepted,true
opsm-1586,OPSM,Australia,SA,OPSM Port Lincoln,corridor-au-sa-port-lincoln-liverpool-street,Liverpool Street,High Street,Medium,Numbered street address without a corroborated centre match,https://www.opsm.com.au/en/opsm-au/find-store,2026-09-01,,Accepted,true
specsavers-3635,Specsavers,Australia,SA,Port Lincoln,corridor-au-sa-port-lincoln-liverpool-street,Liverpool Street,High Street,Medium,Numbered street address without a corroborated centre match,https://www.specsavers.com.au/stores/portlincoln,2026-09-01,,Accepted,true
specsavers-3283,Specsavers,Australia,SA,Pirie Plaza,place-au-sa-pirie-plaza,Pirie Plaza,Shopping Centre,High,Canonicalised from the store's named retail-place evidence,https://www.specsavers.com.au/stores/portpirie,2026-09-01,sa-pirie-plaza,Accepted,true
opsm-1256,OPSM,Australia,SA,OPSM North Park,corridor-au-sa-prospect-adelaide-main-north-road,Main North Road,High Street,Medium,Numbered street address without a corroborated centre match,https://www.opsm.com.au/en/opsm-au/find-store,2026-09-01,,Accepted,true
oscar-wylee-69,Oscar Wylee,Australia,SA,Rundle Mall,place-au-sa-rundle-mall,Rundle Mall,High Street,High,Canonicalised from the store's named retail-place evidence,https://www.oscarwylee.com.au/locations/locations/optometrist-rundle-mall.html,2026-09-01,sa-rundle,Accepted,true
opsm-1066,OPSM,Australia,SA,OPSM Salisbury,corridor-au-sa-salisbury-john-street,John Street,High Street,Medium,Numbered street address without a corroborated centre match,https://www.opsm.com.au/en/opsm-au/find-store,2026-09-01,,Accepted,true
specsavers-3214,Specsavers,Australia,SA,Parabanks Centre,place-au-sa-parabanks-centre,Parabanks Centre,Shopping Centre,High,Canonicalised from the store's named retail-place evidence,https://www.specsavers.com.au/stores/parabanks,2026-09-01,sa-parabanks,Accepted,true
specsavers-3213,Specsavers,Australia,SA,Hollywood S/C,place-au-sa-hollywood-shopping-centre,Hollywood Shopping Centre,Shopping Centre,High,Canonicalised from the store's named retail-place evidence,https://www.specsavers.com.au/stores/hollywood,2026-09-01,sa-hollywood,Accepted,true
opsm-1514,OPSM,Australia,SA,OPSM Seaford,corridor-au-sa-seaford-commercial-road,Commercial Road,High Street,Medium,Best-judgement street-address classification; no centre evidence found,https://www.opsm.com.au/en/opsm-au/find-store,2026-09-01,,Accepted,true
specsavers-3642,Specsavers,Australia,SA,Seaford,place-au-sa-seaford-central,Seaford Central,Shopping Centre,High,Official address explicitly names Seaford Central,https://www.specsavers.com.au/stores/seaford,2026-09-02,,Accepted,true
specsavers-3211,Specsavers,Australia,SA,Sefton Plaza S/C,place-au-sa-sefton-plaza-shopping-centre,Sefton Plaza Shopping Centre,Shopping Centre,High,Canonicalised from the store's named retail-place evidence,https://www.specsavers.com.au/stores/seftonpark,2026-09-01,sa-plaza-sefton,Accepted,true
